delegation,superficie,chambres,salle_de_bains,etat,etage,gouvernorat_ariana,gouvernorat_ben-arous,gouvernorat_la-manouba,gouvernorat_tunis,prix
32.0,57,1,1,9,1,1.0,0.0,0.0,0.0,216000.0
32.0,257,4,3,7,1,1.0,0.0,0.0,0.0,650000.0
24.0,120,1,1,10,1,1.0,0.0,0.0,0.0,175000.0
34.0,52,1,1,6,7,1.0,0.0,0.0,0.0,175000.0
32.0,110,2,2,8,7,1.0,0.0,0.0,0.0,355000.0
24.0,120,1,1,10,1,1.0,0.0,0.0,0.0,175000.0
34.0,153,2,1,7,2,1.0,0.0,0.0,0.0,420000.0
36.0,119,2,1,9,1,1.0,0.0,0.0,0.0,425000.0
36.0,167,2,1,9,1,1.0,0.0,0.0,0.0,660000.0
34.0,125,2,2,9,1,1.0,0.0,0.0,0.0,680000.0
33.0,120,2,1,9,1,1.0,0.0,0.0,0.0,280000.0
34.0,157,4,2,8,6,1.0,0.0,0.0,0.0,530000.0
36.0,125,2,2,8,2,1.0,0.0,0.0,0.0,395000.0
22.0,154,3,1,10,1,1.0,0.0,0.0,0.0,430000.0
34.0,86,1,1,10,1,1.0,0.0,0.0,0.0,263000.0
22.0,135,3,1,10,1,1.0,0.0,0.0,0.0,245000.0
36.0,156,4,1,5,5,1.0,0.0,0.0,0.0,255000.0
32.0,148,2,2,7,2,1.0,0.0,0.0,0.0,410000.0
36.0,120,4,2,11,1,1.0,0.0,0.0,0.0,350000.0
34.0,183,2,1,9,1,1.0,0.0,0.0,0.0,850000.0
32.0,137,3,3,9,3,1.0,0.0,0.0,0.0,527000.0
34.0,124,2,1,9,1,1.0,0.0,0.0,0.0,365000.0
32.0,151,3,2,11,1,1.0,0.0,0.0,0.0,450000.0
32.0,139,1,1,8,1,1.0,0.0,0.0,0.0,315000.0
34.0,139,2,1,9,1,1.0,0.0,0.0,0.0,490650.0
34.0,53,2,1,9,1,1.0,0.0,0.0,0.0,248733.0
33.0,150,4,2,7,6,1.0,0.0,0.0,0.0,365000.0
32.0,113,3,2,7,2,1.0,0.0,0.0,0.0,265000.0
34.0,130,2,2,8,2,1.0,0.0,0.0,0.0,340000.0
34.0,111,2,1,7,3,1.0,0.0,0.0,0.0,340000.0
22.0,135,3,2,8,6,1.0,0.0,0.0,0.0,300000.0
36.0,120,3,1,11,1,1.0,0.0,0.0,0.0,165000.0
34.0,187,3,1,7,1,1.0,0.0,0.0,0.0,590000.0
34.0,151,3,2,11,1,1.0,0.0,0.0,0.0,420000.0
32.0,120,4,2,11,1,1.0,0.0,0.0,0.0,400000.0
34.0,250,4,2,7,1,1.0,0.0,0.0,0.0,1070000.0
34.0,106,3,1,11,1,1.0,0.0,0.0,0.0,132000.0
22.0,70,2,1,11,3,1.0,0.0,0.0,0.0,110000.0
22.0,99,3,1,11,3,1.0,0.0,0.0,0.0,150000.0
36.0,199,2,2,9,2,1.0,0.0,0.0,0.0,295000.0
36.0,107,2,1,9,1,1.0,0.0,0.0,0.0,250000.0
36.0,125,3,2,3,4,1.0,0.0,0.0,0.0,225000.0
32.0,52,1,1,10,1,1.0,0.0,0.0,0.0,170000.0
34.0,112,3,1,10,1,1.0,0.0,0.0,0.0,195000.0
34.0,110,3,1,11,2,1.0,0.0,0.0,0.0,360000.0
34.0,172,3,2,11,1,1.0,0.0,0.0,0.0,425000.0
34.0,124,2,1,9,1,1.0,0.0,0.0,0.0,420000.0
36.0,105,2,1,9,1,1.0,0.0,0.0,0.0,365000.0
32.0,182,3,2,6,1,1.0,0.0,0.0,0.0,470000.0
34.0,170,3,1,8,1,1.0,0.0,0.0,0.0,540000.0
34.0,61,1,1,10,2,1.0,0.0,0.0,0.0,241000.0
34.0,170,3,1,9,1,1.0,0.0,0.0,0.0,540000.0
34.0,75,2,1,6,1,1.0,0.0,0.0,0.0,130000.0
34.0,64,1,1,9,1,1.0,0.0,0.0,0.0,252000.0
34.0,150,3,2,10,1,1.0,0.0,0.0,0.0,650000.0
34.0,170,3,2,10,1,1.0,0.0,0.0,0.0,740000.0
34.0,57,1,1,10,1,1.0,0.0,0.0,0.0,210900.0
33.0,220,4,3,8,3,1.0,0.0,0.0,0.0,569000.0
36.0,88,2,1,11,1,1.0,0.0,0.0,0.0,150000.0
34.0,158,3,2,9,1,1.0,0.0,0.0,0.0,475328.0
36.0,300,2,1,9,1,1.0,0.0,0.0,0.0,520000.0
34.0,145,2,1,9,1,1.0,0.0,0.0,0.0,580000.0
33.0,115,2,1,8,1,1.0,0.0,0.0,0.0,299000.0
34.0,159,3,2,10,1,1.0,0.0,0.0,0.0,860000.0
34.0,80,1,1,9,1,1.0,0.0,0.0,0.0,260000.0
36.0,30,1,1,10,1,1.0,0.0,0.0,0.0,1550000.0
34.0,98,2,1,9,1,1.0,0.0,0.0,0.0,300000.0
36.0,143,3,1,6,2,1.0,0.0,0.0,0.0,385000.0
22.0,144,3,1,10,1,1.0,0.0,0.0,0.0,330000.0
34.0,162,3,3,10,1,1.0,0.0,0.0,0.0,495000.0
34.0,300,2,1,9,1,1.0,0.0,0.0,0.0,1410000.0
34.0,100,3,2,7,3,1.0,0.0,0.0,0.0,250000.0
34.0,112,2,2,9,2,1.0,0.0,0.0,0.0,448000.0
34.0,64,1,1,9,1,1.0,0.0,0.0,0.0,252000.0
34.0,162,3,2,11,1,1.0,0.0,0.0,0.0,663000.0
34.0,161,3,3,8,1,1.0,0.0,0.0,0.0,640000.0
34.0,126,2,1,10,1,1.0,0.0,0.0,0.0,370000.0
36.0,127,4,1,5,2,1.0,0.0,0.0,0.0,250000.0
34.0,69,1,1,9,1,1.0,0.0,0.0,0.0,254000.0
34.0,149,2,1,9,1,1.0,0.0,0.0,0.0,343000.0
34.0,68,1,1,9,1,1.0,0.0,0.0,0.0,249000.0
32.0,50,1,1,11,1,1.0,0.0,0.0,0.0,180000.0
32.0,160,4,2,6,4,1.0,0.0,0.0,0.0,399000.0
34.0,100,2,1,9,1,1.0,0.0,0.0,0.0,430000.0
34.0,140,3,1,10,1,1.0,0.0,0.0,0.0,360000.0
34.0,82,2,1,9,1,1.0,0.0,0.0,0.0,270000.0
34.0,91,2,1,9,1,1.0,0.0,0.0,0.0,338950.0
34.0,112,2,2,10,2,1.0,0.0,0.0,0.0,398000.0
32.0,170,4,3,11,1,1.0,0.0,0.0,0.0,390000.0
33.0,167,3,2,7,1,1.0,0.0,0.0,0.0,410000.0
36.0,117,2,1,9,1,1.0,0.0,0.0,0.0,330000.0
33.0,150,3,2,6,3,1.0,0.0,0.0,0.0,350000.0
34.0,89,1,1,10,1,1.0,0.0,0.0,0.0,320000.0
32.0,148,3,2,11,1,1.0,0.0,0.0,0.0,365000.0
34.0,191,2,1,9,1,1.0,0.0,0.0,0.0,780000.0
34.0,56,1,1,10,1,1.0,0.0,0.0,0.0,220000.0
33.0,167,3,3,9,1,1.0,0.0,0.0,0.0,550000.0
36.0,67,2,1,10,1,1.0,0.0,0.0,0.0,220000.0
34.0,217,3,2,10,1,1.0,0.0,0.0,0.0,807240.0
33.0,147,3,2,9,2,1.0,0.0,0.0,0.0,480000.0
34.0,107,2,1,10,1,1.0,0.0,0.0,0.0,398040.0
34.0,80,3,1,4,3,1.0,0.0,0.0,0.0,120000.0
33.0,160,4,2,4,1,1.0,0.0,0.0,0.0,190000.0
36.0,125,2,1,9,1,1.0,0.0,0.0,0.0,395000.0
36.0,140,2,1,9,1,1.0,0.0,0.0,0.0,330000.0
34.0,52,2,1,9,1,1.0,0.0,0.0,0.0,260000.0
33.0,118,2,2,9,1,1.0,0.0,0.0,0.0,410000.0
24.0,130,2,1,9,1,1.0,0.0,0.0,0.0,286000.0
34.0,122,2,2,9,1,1.0,0.0,0.0,0.0,370000.0
24.0,160,3,1,9,6,1.0,0.0,0.0,0.0,430000.0
34.0,126,2,2,10,1,1.0,0.0,0.0,0.0,520000.0
34.0,75,1,2,10,1,1.0,0.0,0.0,0.0,250000.0
34.0,153,2,2,9,2,1.0,0.0,0.0,0.0,425000.0
32.0,136,3,2,11,1,1.0,0.0,0.0,0.0,530000.0
34.0,110,2,2,7,1,1.0,0.0,0.0,0.0,430000.0
36.0,104,3,1,10,1,1.0,0.0,0.0,0.0,250000.0
34.0,30,1,1,10,1,1.0,0.0,0.0,0.0,1500000.0
32.0,218,4,2,6,5,1.0,0.0,0.0,0.0,545000.0
34.0,105,3,1,6,1,1.0,0.0,0.0,0.0,140000.0
32.0,250,5,3,6,6,1.0,0.0,0.0,0.0,630000.0
32.0,72,1,1,6,6,1.0,0.0,0.0,0.0,190000.0
34.0,300,4,3,11,1,1.0,0.0,0.0,0.0,800000.0
32.0,156,2,1,6,9,1.0,0.0,0.0,0.0,620000.0
34.0,300,3,1,9,1,1.0,0.0,0.0,0.0,755000.0
24.0,131,2,1,9,6,1.0,0.0,0.0,0.0,288200.0
32.0,212,3,2,7,8,1.0,0.0,0.0,0.0,550000.0
33.0,150,2,1,9,1,1.0,0.0,0.0,0.0,400000.0
32.0,124,3,1,11,1,1.0,0.0,0.0,0.0,305000.0
34.0,112,2,2,9,2,1.0,0.0,0.0,0.0,380000.0
34.0,70,2,1,10,1,1.0,0.0,0.0,0.0,250000.0
34.0,162,3,2,10,1,1.0,0.0,0.0,0.0,640000.0
34.0,92,2,1,11,1,1.0,0.0,0.0,0.0,250000.0
32.0,60,1,1,11,1,1.0,0.0,0.0,0.0,178000.0
36.0,90,2,2,11,1,1.0,0.0,0.0,0.0,120000.0
22.0,164,3,2,6,1,1.0,0.0,0.0,0.0,295000.0
33.0,272,4,3,7,4,1.0,0.0,0.0,0.0,684000.0
36.0,160,2,1,9,1,1.0,0.0,0.0,0.0,249000.0
34.0,90,2,2,11,1,1.0,0.0,0.0,0.0,182000.0
36.0,112,2,1,9,1,1.0,0.0,0.0,0.0,365000.0
34.0,156,3,3,9,1,1.0,0.0,0.0,0.0,650000.0
36.0,129,2,1,9,1,1.0,0.0,0.0,0.0,449000.0
36.0,57,2,1,9,1,1.0,0.0,0.0,0.0,135000.0
36.0,147,2,1,9,1,1.0,0.0,0.0,0.0,536500.0
36.0,163,2,1,9,1,1.0,0.0,0.0,0.0,550000.0
36.0,127,2,1,9,1,1.0,0.0,0.0,0.0,290000.0
34.0,151,3,1,9,1,1.0,0.0,0.0,0.0,740500.0
33.0,135,2,2,11,1,1.0,0.0,0.0,0.0,375000.0
36.0,96,2,1,9,1,1.0,0.0,0.0,0.0,215000.0
34.0,70,1,1,11,1,1.0,0.0,0.0,0.0,170000.0
22.0,160,2,1,10,1,1.0,0.0,0.0,0.0,155000.0
32.0,128,3,2,11,1,1.0,0.0,0.0,0.0,365000.0
22.0,140,4,1,10,1,1.0,0.0,0.0,0.0,370000.0
22.0,100,3,2,11,1,1.0,0.0,0.0,0.0,150000.0
34.0,75,1,1,10,1,1.0,0.0,0.0,0.0,311000.0
34.0,90,3,1,11,1,1.0,0.0,0.0,0.0,160000.0
34.0,89,1,1,11,1,1.0,0.0,0.0,0.0,320000.0
34.0,126,4,1,11,3,1.0,0.0,0.0,0.0,200000.0
34.0,143,2,2,7,7,1.0,0.0,0.0,0.0,390000.0
24.0,138,3,3,11,1,1.0,0.0,0.0,0.0,360000.0
22.0,108,3,1,11,1,1.0,0.0,0.0,0.0,230000.0
32.0,104,2,1,10,1,1.0,0.0,0.0,0.0,365000.0
32.0,122,2,2,8,2,1.0,0.0,0.0,0.0,398000.0
32.0,194,3,3,10,1,1.0,0.0,0.0,0.0,598000.0
34.0,205,2,1,9,1,1.0,0.0,0.0,0.0,783684.0
24.0,76,1,1,10,1,1.0,0.0,0.0,0.0,170000.0
33.0,120,2,2,9,2,1.0,0.0,0.0,0.0,360000.0
32.0,100,2,1,11,1,1.0,0.0,0.0,0.0,248000.0
33.0,261,3,3,9,1,1.0,0.0,0.0,0.0,570000.0
34.0,68,1,1,9,1,1.0,0.0,0.0,0.0,289500.0
36.0,100,3,2,11,1,1.0,0.0,0.0,0.0,240000.0
33.0,150,3,3,7,2,1.0,0.0,0.0,0.0,340000.0
34.0,117,2,1,9,1,1.0,0.0,0.0,0.0,385000.0
34.0,135,3,3,9,1,1.0,0.0,0.0,0.0,513000.0
34.0,125,3,2,9,1,1.0,0.0,0.0,0.0,350000.0
34.0,88,2,2,9,2,1.0,0.0,0.0,0.0,404000.0
34.0,168,3,2,9,2,1.0,0.0,0.0,0.0,641679.0
36.0,138,3,1,7,3,1.0,0.0,0.0,0.0,410000.0
34.0,63,1,1,9,1,1.0,0.0,0.0,0.0,315000.0
34.0,99,2,2,10,1,1.0,0.0,0.0,0.0,425700.0
34.0,68,1,1,10,1,1.0,0.0,0.0,0.0,210000.0
32.0,180,2,1,8,5,1.0,0.0,0.0,0.0,600000.0
34.0,280,4,2,9,1,1.0,0.0,0.0,0.0,700000.0
34.0,149,2,4,9,1,1.0,0.0,0.0,0.0,448000.0
32.0,136,2,2,8,3,1.0,0.0,0.0,0.0,444000.0
36.0,100,2,1,9,1,1.0,0.0,0.0,0.0,140000.0
36.0,90,3,2,11,1,1.0,0.0,0.0,0.0,158000.0
34.0,90,4,2,11,1,1.0,0.0,0.0,0.0,170000.0
36.0,135,2,1,9,1,1.0,0.0,0.0,0.0,250000.0
34.0,160,3,2,11,1,1.0,0.0,0.0,0.0,580000.0
36.0,140,2,1,9,1,1.0,0.0,0.0,0.0,420000.0
33.0,170,3,1,10,1,1.0,0.0,0.0,0.0,790000.0
34.0,218,2,1,9,1,1.0,0.0,0.0,0.0,870000.0
32.0,175,3,3,8,4,1.0,0.0,0.0,0.0,480000.0
32.0,55,1,1,11,1,1.0,0.0,0.0,0.0,190000.0
36.0,153,2,1,9,1,1.0,0.0,0.0,0.0,370000.0
34.0,105,2,1,9,1,1.0,0.0,0.0,0.0,350000.0
34.0,106,2,1,9,1,1.0,0.0,0.0,0.0,230000.0
34.0,125,1,1,9,2,1.0,0.0,0.0,0.0,360000.0
34.0,140,2,1,9,1,1.0,0.0,0.0,0.0,350000.0
34.0,101,2,2,9,1,1.0,0.0,0.0,0.0,433000.0
32.0,155,2,2,8,5,1.0,0.0,0.0,0.0,649000.0
34.0,58,1,1,9,2,1.0,0.0,0.0,0.0,276000.0
22.0,99,2,2,9,1,1.0,0.0,0.0,0.0,255000.0
34.0,67,1,1,9,1,1.0,0.0,0.0,0.0,328000.0
24.0,89,2,1,9,1,1.0,0.0,0.0,0.0,374400.0
32.0,54,1,1,9,1,1.0,0.0,0.0,0.0,246000.0
32.0,154,3,2,11,1,1.0,0.0,0.0,0.0,400000.0
34.0,145,3,3,9,2,1.0,0.0,0.0,0.0,491000.0
34.0,136,2,1,9,1,1.0,0.0,0.0,0.0,420000.0
36.0,100,3,1,11,1,1.0,0.0,0.0,0.0,220000.0
34.0,110,3,1,9,1,1.0,0.0,0.0,0.0,380000.0
32.0,98,2,1,11,1,1.0,0.0,0.0,0.0,290000.0
24.0,167,3,2,7,4,1.0,0.0,0.0,0.0,289000.0
32.0,261,6,3,10,1,1.0,0.0,0.0,0.0,1300000.0
34.0,147,3,2,10,1,1.0,0.0,0.0,0.0,540000.0
32.0,300,4,3,6,6,1.0,0.0,0.0,0.0,650000.0
32.0,55,1,1,11,1,1.0,0.0,0.0,0.0,170000.0
36.0,300,3,2,9,1,1.0,0.0,0.0,0.0,850000.0
34.0,130,3,2,6,3,1.0,0.0,0.0,0.0,310000.0
36.0,115,4,2,11,1,1.0,0.0,0.0,0.0,370000.0
34.0,230,4,3,7,6,1.0,0.0,0.0,0.0,700000.0
33.0,300,2,1,9,1,1.0,0.0,0.0,0.0,450000.0
33.0,180,2,1,9,1,1.0,0.0,0.0,0.0,600000.0
34.0,160,3,2,9,1,1.0,0.0,0.0,0.0,464000.0
34.0,110,2,2,8,2,1.0,0.0,0.0,0.0,335000.0
34.0,56,1,1,9,2,1.0,0.0,0.0,0.0,240000.0
22.0,99,2,2,10,1,1.0,0.0,0.0,0.0,250000.0
22.0,95,3,2,9,1,1.0,0.0,0.0,0.0,220000.0
32.0,125,3,2,11,3,1.0,0.0,0.0,0.0,420000.0
24.0,62,1,1,10,1,1.0,0.0,0.0,0.0,210800.0
34.0,155,2,1,9,1,1.0,0.0,0.0,0.0,520000.0
22.0,90,2,1,6,2,1.0,0.0,0.0,0.0,165000.0
36.0,76,2,1,9,1,1.0,0.0,0.0,0.0,228000.0
34.0,125,3,1,8,1,1.0,0.0,0.0,0.0,350000.0
34.0,76,1,1,10,1,1.0,0.0,0.0,0.0,247000.0
22.0,89,3,1,11,1,1.0,0.0,0.0,0.0,160000.0
34.0,61,1,1,10,1,1.0,0.0,0.0,0.0,246000.0
34.0,117,2,2,9,2,1.0,0.0,0.0,0.0,420000.0
34.0,76,1,1,9,1,1.0,0.0,0.0,0.0,178000.0
34.0,114,2,2,9,1,1.0,0.0,0.0,0.0,419000.0
34.0,100,2,1,10,1,1.0,0.0,0.0,0.0,210000.0
22.0,250,2,1,10,1,1.0,0.0,0.0,0.0,125000.0
32.0,118,2,1,10,1,1.0,0.0,0.0,0.0,420000.0
34.0,65,1,1,11,1,1.0,0.0,0.0,0.0,273000.0
34.0,131,2,1,9,1,1.0,0.0,0.0,0.0,509810.0
34.0,247,2,1,9,1,1.0,0.0,0.0,0.0,710000.0
34.0,123,2,2,8,1,1.0,0.0,0.0,0.0,435000.0
36.0,146,2,1,9,1,1.0,0.0,0.0,0.0,360000.0
36.0,101,2,1,9,1,1.0,0.0,0.0,0.0,385000.0
34.0,57,2,1,9,1,1.0,0.0,0.0,0.0,220000.0
32.0,125,3,2,5,3,1.0,0.0,0.0,0.0,389000.0
34.0,92,2,2,10,1,1.0,0.0,0.0,0.0,372066.0
33.0,175,3,2,8,3,1.0,0.0,0.0,0.0,449000.0
36.0,50,1,1,6,1,1.0,0.0,0.0,0.0,160000.0
34.0,110,2,1,9,1,1.0,0.0,0.0,0.0,400000.0
34.0,68,2,1,9,1,1.0,0.0,0.0,0.0,189000.0
32.0,90,2,1,11,1,1.0,0.0,0.0,0.0,280000.0
34.0,200,2,1,9,1,1.0,0.0,0.0,0.0,830000.0
32.0,156,4,2,8,5,1.0,0.0,0.0,0.0,540000.0
34.0,153,3,1,9,1,1.0,0.0,0.0,0.0,540000.0
34.0,91,3,1,11,1,1.0,0.0,0.0,0.0,225000.0
34.0,80,2,1,9,1,1.0,0.0,0.0,0.0,350000.0
34.0,30,1,1,11,1,1.0,0.0,0.0,0.0,300000.0
34.0,61,1,1,10,1,1.0,0.0,0.0,0.0,268000.0
34.0,175,3,3,10,1,1.0,0.0,0.0,0.0,575000.0
34.0,117,2,2,10,1,1.0,0.0,0.0,0.0,460000.0
34.0,126,2,1,11,1,1.0,0.0,0.0,0.0,370000.0
34.0,108,2,1,10,1,1.0,0.0,0.0,0.0,441000.0
32.0,118,2,1,6,4,1.0,0.0,0.0,0.0,380000.0
34.0,116,2,1,9,1,1.0,0.0,0.0,0.0,330000.0
34.0,117,2,1,10,1,1.0,0.0,0.0,0.0,440000.0
34.0,132,4,2,11,1,1.0,0.0,0.0,0.0,420000.0
34.0,117,2,1,10,1,1.0,0.0,0.0,0.0,460000.0
34.0,124,4,2,11,1,1.0,0.0,0.0,0.0,300000.0
32.0,140,3,2,6,1,1.0,0.0,0.0,0.0,349000.0
32.0,152,3,2,11,1,1.0,0.0,0.0,0.0,490000.0
22.0,131,2,1,10,4,1.0,0.0,0.0,0.0,281650.0
34.0,64,2,1,9,1,1.0,0.0,0.0,0.0,241000.0
36.0,160,1,1,10,1,1.0,0.0,0.0,0.0,100000.0
34.0,147,3,1,10,1,1.0,0.0,0.0,0.0,420000.0
34.0,112,2,1,11,1,1.0,0.0,0.0,0.0,335000.0
32.0,190,3,2,10,1,1.0,0.0,0.0,0.0,450000.0
34.0,200,3,1,5,1,1.0,0.0,0.0,0.0,370000.0
32.0,136,2,1,9,1,1.0,0.0,0.0,0.0,480000.0
36.0,110,2,1,10,1,1.0,0.0,0.0,0.0,250000.0
32.0,67,1,1,7,1,1.0,0.0,0.0,0.0,180000.0
34.0,170,3,2,11,1,1.0,0.0,0.0,0.0,570000.0
34.0,145,3,3,9,1,1.0,0.0,0.0,0.0,527000.0
34.0,94,1,1,10,1,1.0,0.0,0.0,0.0,388000.0
36.0,143,3,1,6,2,1.0,0.0,0.0,0.0,330000.0
36.0,118,3,1,11,1,1.0,0.0,0.0,0.0,190000.0
34.0,172,3,2,6,1,1.0,0.0,0.0,0.0,380000.0
22.0,170,3,1,11,1,1.0,0.0,0.0,0.0,320000.0
32.0,146,3,1,10,1,1.0,0.0,0.0,0.0,465000.0
36.0,117,3,1,10,1,1.0,0.0,0.0,0.0,310000.0
34.0,62,1,1,9,1,1.0,0.0,0.0,0.0,254400.0
34.0,117,2,1,9,1,1.0,0.0,0.0,0.0,272000.0
32.0,125,2,2,11,1,1.0,0.0,0.0,0.0,330000.0
22.0,64,1,2,8,1,1.0,0.0,0.0,0.0,160000.0
32.0,172,4,1,6,1,1.0,0.0,0.0,0.0,550000.0
34.0,65,1,1,11,3,1.0,0.0,0.0,0.0,275000.0
34.0,163,3,2,9,1,1.0,0.0,0.0,0.0,645211.0
34.0,58,1,1,10,1,1.0,0.0,0.0,0.0,280000.0
34.0,96,2,1,6,4,1.0,0.0,0.0,0.0,133000.0
34.0,118,2,2,9,1,1.0,0.0,0.0,0.0,432267.0
32.0,177,4,2,6,3,1.0,0.0,0.0,0.0,330000.0
22.0,114,2,1,7,2,1.0,0.0,0.0,0.0,295000.0
32.0,145,3,2,6,1,1.0,0.0,0.0,0.0,419000.0
34.0,188,3,2,10,1,1.0,0.0,0.0,0.0,830000.0
34.0,78,1,1,10,1,1.0,0.0,0.0,0.0,245000.0
34.0,50,1,1,10,1,1.0,0.0,0.0,0.0,225000.0
34.0,88,1,1,8,2,1.0,0.0,0.0,0.0,290000.0
36.0,120,3,1,11,1,1.0,0.0,0.0,0.0,140000.0
34.0,167,3,1,7,2,1.0,0.0,0.0,0.0,465000.0
34.0,125,2,1,10,1,1.0,0.0,0.0,0.0,425000.0
32.0,145,3,2,11,1,1.0,0.0,0.0,0.0,420000.0
36.0,99,2,1,7,2,1.0,0.0,0.0,0.0,320000.0
32.0,168,3,2,11,1,1.0,0.0,0.0,0.0,415000.0
34.0,127,2,2,10,4,1.0,0.0,0.0,0.0,400000.0
33.0,100,2,1,4,1,1.0,0.0,0.0,0.0,196000.0
34.0,146,2,1,9,1,1.0,0.0,0.0,0.0,550000.0
33.0,167,3,1,10,1,1.0,0.0,0.0,0.0,430000.0
32.0,248,4,3,7,1,1.0,0.0,0.0,0.0,619000.0
33.0,120,2,1,8,3,1.0,0.0,0.0,0.0,312000.0
34.0,230,2,1,9,1,1.0,0.0,0.0,0.0,635000.0
32.0,174,3,2,9,2,1.0,0.0,0.0,0.0,624208.0
33.0,124,2,1,9,1,1.0,0.0,0.0,0.0,583225.0
34.0,67,1,1,10,1,1.0,0.0,0.0,0.0,294000.0
34.0,200,3,2,6,1,1.0,0.0,0.0,0.0,5200000.0
34.0,60,1,1,9,1,1.0,0.0,0.0,0.0,260000.0
34.0,155,3,1,10,1,1.0,0.0,0.0,0.0,510000.0
32.0,300,3,3,9,1,1.0,0.0,0.0,0.0,1050000.0
34.0,214,3,2,11,1,1.0,0.0,0.0,0.0,600000.0
34.0,185,3,3,9,1,1.0,0.0,0.0,0.0,885000.0
34.0,78,2,1,9,1,1.0,0.0,0.0,0.0,378000.0
32.0,180,3,3,7,7,1.0,0.0,0.0,0.0,430000.0
26.0,91,2,1,10,1,1.0,0.0,0.0,0.0,343000.0
34.0,56,2,1,10,1,1.0,0.0,0.0,0.0,239400.0
34.0,155,3,3,10,2,1.0,0.0,0.0,0.0,1065000.0
34.0,95,2,1,9,1,1.0,0.0,0.0,0.0,230000.0
34.0,228,3,2,10,1,1.0,0.0,0.0,0.0,630000.0
34.0,150,2,1,9,1,1.0,0.0,0.0,0.0,350000.0
